JD,Magnitude,Uncertainty,HQuncertainty,Band,Observer Code,Comment Code(s),Comp Star 1,Comp Star 2,Charts,Comments,Transfomed,Airmass,Validation Flag,Cmag,Kmag,HJD,Star Name,Observer Affiliation,Measurement Method,Grouping Method,ADS Reference,Digitizer,Credit
2455671.31,0.5,,,Vis.,BQ,,01-05,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455671.315,0.93,,,Vis.,KUC,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455672.28,0.6,,,Vis.,KSZ,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455672.28,0.5,,,Vis.,SXR,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455672.3,0.8,,,Vis.,SJQ,,000,,999999,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455673.30,0.4,,,Vis.,BQ,,01-05,,999999,EXTINKCIOVAL KORRIGALT,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455673.68542,0.5,,,Vis.,AAP,L,04,09,AAVSO 10 STAR,,,,Z,,,,ALF ORI,,STD,,,,
2455674.29375,0.4,,,Vis.,MVO,BL,04,,080101,extinction estimated,,,Z,,,,ALF ORI,URSA,STD,,,,
2455677.30903,1.0,,,Vis.,KPAA,L,"""0,4""","""1,2""",10star,,,,Z,,,,ALF ORI,,STD,,,,
2455679.58056,0.7,,,Vis.,CKB,,05,11,SA (1968),,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455682.5694,0.9,,,Vis.,KGT,,NA,,NA,,,,Z,,,,ALF ORI,,STD,,,,
2455764.71667,0.5,,,Vis.,CKB,,03,11,081018,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455773.94375,0.5,,,Vis.,CKB,,03,11,081018,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455779.02083,0.5,,,Vis.,HTN,,01,09,training chart,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455783.9,0.7,,,Vis.,LZT,B,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455783.95694,0.5,,,Vis.,CKB,,03,11,081018,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455784.9,0.6,,,Vis.,MOW,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455794.91319,0.6,,,Vis.,CKB,,03,11,081018,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455795.9,0.6,,,Vis.,MOW,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455796.02083,0.3,,,Vis.,HTN,,01,,training chart,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455797.62,0.4,,,Vis.,KSZ,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455798.6,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455801.93819,0.6,,,Vis.,CKB,,03,11,081018,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455802.6,0.8,,,Vis.,REP,,NA,,NA,,,,Z,,,,ALF ORI,AJC,STD,,,,
2455802.6215,0.6,,,Vis.,ILE,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455802.94097,0.5,,,Vis.,BGZ,,03,,SA1968,,,,Z,,,,ALF ORI,,STD,,,,
2455804.8,1.3,,,Vis.,SHS,,11,16,sa1965,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2455806.7,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455809.0,0.7,,,Vis.,SWV,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455810.6,0.6,,,Vis.,BNW,,03,11,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455811.9,0.7,,,Vis.,LZT,B,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455811.96875,0.6,,,Vis.,BGZ,,03,05,SA1968,,,,Z,,,,ALF ORI,,STD,,,,
2455812.95139,0.7,,,Vis.,CKB,,03,11,081018,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455813.6667,0.9,,,Vis.,BSR,,0.5,1.1,SA1968,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455813.9,0.7,,,Vis.,MOW,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455815.6,0.4,,,Vis.,SUS,,03,17,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455817.6,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455821.7,0.3,,,Vis.,SPAO,U,03,17,680301,Clouds,,,Z,,,,ALF ORI,UAI,STD,,,,
2455821.96979,1.1,,,Vis.,EJDA,B,21,01,Ten Star Training Pr,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455823.8,0.8,,,Vis.,MOW,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455824.6,0.8,,,Vis.,BNW,,05,11,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455824.64583,0.4,,,Vis.,SDCA,B,0.1,0.4,Citizen Sky,22.1 day moon,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455824.93611,0.7,,,Vis.,CKB,,03,11,081018,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455825.68750,0.7,,,Vis.,SDCA,B,0.4,0.9,Citizen Sky,Moon (22 days) 16 degrees distance,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455826.6910,0.5,,,Vis.,MTON,KB,E,,SPAVSS,E+3,,,Z,,,,ALF ORI,BAA-VSS,STD,,,,
2455826.70833,0.9,,,Vis.,SDCA,,0.9,0.1,5296swb,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455827.7,0.8,,,Vis.,REP,,NA,,NA,,,,Z,,,,ALF ORI,AJC,STD,,,,
2455828.6,0.8,,,Vis.,BNW,,05,11,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455828.66,0.6,,,Vis.,KSZ,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455828.74653,0.6,,,Vis.,SDCA,,0.9,0.4,5296swn,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455829.68750,1.0,,,Vis.,SDCA,,0.1,0.9,5296swn,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455831.6,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455831.6458,0.5,,,Vis.,MTON,K,E,,SPAVSS,E+3,,,Z,,,,ALF ORI,BAA-VSS,STD,,,,
2455831.83681,0.7,,,Vis.,CKB,,03,11,081018,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455832.6,0.9,,,Vis.,BNW,,05,11,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455832.66667,0.6,,,Vis.,SDCA,,0.4,0.9,citizen sky,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455833.4625,0.6,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455833.8257,0.6,,,Vis.,AAX,K,04,09,ATLAS,BSC,,,Z,,,,ALF ORI,REA,STD,,,,
2455834.6979,0.4,,,Vis.,MTON,K,E,C,SPAVSS,"""\""E+4, C-1\""""",,,Z,,,,ALF ORI,BAA-VSS,STD,,,,
2455834.8375,1.0,,,Vis.,KSP,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455835.4660,0.7,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455835.4757,1.1,,,Vis.,ILE,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455835.49,0.8,,,Vis.,KTZ,,00,12,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2455835.56250,0.7,,,Vis.,SDCA,,0.4,0.9,Citizen Sky,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455836.51458,0.8,,,Vis.,MVH,,0.3,0.9,Stellarium ,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455836.6,0.8,,,Vis.,BNW,,05,11,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455836.6847,0.8,,,Vis.,BSR,,0.5,1.1,SA1968,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455836.7,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455836.9125,0.7,,,Vis.,CKB,,03,11,081018,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455837.58333,0.8,,,Vis.,SDCA,K,0.4,0.9,Citizen Sky,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455838.4882,0.7,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455838.52083,0.5,,,Vis.,TTU,,0.18,"""0.40, 0.87""",J,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455838.54167,0.8,,,Vis.,SDCA,Z,0.9,0.4,Citizen Sky,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455838.9,0.8,,,Vis.,SWV,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455838.93750,0.6,,,Vis.,BGZ,,03,,SA1968,,,,Z,,,,ALF ORI,,STD,,,,
2455839.62639,0.8,,,Vis.,RZM,,11,17,680301,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455840.4965,0.5,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455841.0,0.7,,,Vis.,LZT,B,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455843.6,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455845.4549,0.4,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455845.66389,0.3,,,Vis.,TVAA,B,Procyon,Rigel,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455846.96875,0.8,,,Vis.,BEB,BU,0.4,0.9,10 STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455847.6,0.8,,,Vis.,BNW,Z,11,,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455849.4674,0.4,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455849.6,0.9,,,Vis.,BNW,Z,05,,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455849.698,0.4,,,Vis.,MTON,KB,E,,SPAVSS,E+4,,,Z,,,,ALF ORI,BAA-VSS,STD,,,,
2455849.96111,0.7,,,Vis.,CKB,,03,11,081018,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455850.6,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455851.6,0.9,,,Vis.,BNW,,05,11,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455852.68889,0.6,,,Vis.,BPEB,B,04,09,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455853.4465,0.6,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455853.8,1.3,,,Vis.,SHS,,11,,sa1965,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2455855.6,1.0,,,Vis.,BNW,Z,05,,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455855.7604,0.9,,,Vis.,KSP,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455856.4465,0.7,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455856.5,1.0,,,Vis.,BNW,Z,11,,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455856.6826,0.5,,,Vis.,AAX,K,04,09,ATLAS,BSC,,,Z,,,,ALF ORI,REA,STD,,,,
2455856.7,0.5,,,Vis.,SUS,,03,17,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455856.77083,0.6,,,Vis.,SHA,,0.1,1.2,10 star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455856.95278,0.7,,,Vis.,CKB,,03,11,081018,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455857.459,0.5,,,Vis.,KBA,K,01,08,A,BRIGHT STAR CATALOG,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455857.5,0.8,,,Vis.,BNW,,05,11,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455857.9,1.1,,,Vis.,MOW,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455857.94792,0.6,,,Vis.,BEB,,04,09,10 STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455858.4729,0.523,0.037,,CV,KTHA,,NA,,TYCHO2,,1,,Z,,,,ALF ORI,SAAF,STD,,,,
2455860.4590,0.7,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455862.58333,0.7,,,Vis.,TTU,,0.40,"""0.87, 1.16""",J,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455862.6,0.3,,,Vis.,SPAO,,03,17,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455862.63542,0.7,,,Vis.,RZM,,11,17,680301,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455863.37986,1.1,,,Vis.,KJMA,B,01,21,Star Trainer Program,Clear. No moon.,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455863.4590,0.7,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455863.9,0.8,,,Vis.,LZT,B,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455864.81528,0.6,,,Vis.,MDP,L,0.4,0.9,10star,0.4 comp in trees,,,Z,,,,ALF ORI,,STD,,,,
2455864.8322,0.556,0.000,,V,WI,,SAO 112958,SAO 113186,PEP,PEPHQ; Check: 5.9541; D(B-V)=0.903; ,1,1.209,Z,4.082,5.954,,ALF ORI,,STD,,,,
2455864.89583,0.5,,,Vis.,BEB,,04,09,10 STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455865.94583,0.7,,,Vis.,CKB,,03,11,081018,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455866.4813,0.8,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455866.6,0.8,,,Vis.,BNW,,05,11,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455867.5,0.7,,,Vis.,BNW,,05,11,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455867.9,0.7,,,Vis.,SWV,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455867.9,1.0,,,Vis.,MOW,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455868.7,0.8,,,Vis.,REP,,05,11,3-1968,,,,Z,,,,ALF ORI,AJC,STD,,,,
2455869.4799,0.3,,,Vis.,KBA,K,01,04,A,BRIGHT STAR CATALOG,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455870.42,0.7,,,Vis.,KTZ,,00,12,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2455871.4889,0.3,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455871.5,0.7,,,Vis.,BNW,Z,05,,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455871.64236,0.5,,,Vis.,BPEB,,04,09,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455871.78819,0.5,,,Vis.,DMPA,,04,09,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455873.42,0.8,,,Vis.,KTZ,B,00,12,HIP,MOON,,,Z,,,,ALF ORI,,STD,,,,
2455873.5139,0.35,,,Vis.,KBA,K,01,04,A,BRIGHT STAR CATALOG,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455874.9,0.4,,,Vis.,BWW,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455874.93958,0.8,,,Vis.,CKB,,03,11,081018,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455875.4,0.2,,,Vis.,SPAO,B,03,,680301,Moon,,,Z,,,,ALF ORI,UAI,STD,,,,
2455875.4701,0.2,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455876.53472,0.7,,,Vis.,CAI,,05,17,SA1968,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455877.4,0.8,,,Vis.,BNW,Z,11,,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455877.75347,0.6,,,Vis.,BEB,B,04,09,10 STAR,NEARBY MOON,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455879.4,0.1,,,Vis.,SPAO,,03,,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455880.4806,0.4,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455880.74306,0.4,,,Vis.,BBA,B,0.1,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455881.68819,0.6,,,Vis.,CKB,,03,11,081018,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455881.72361,0.2,,,Vis.,BBA,B,0.1,0.4,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455882.40,0.7,,,Vis.,KTZ,,00,12,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2455882.7229,0.6,,,Vis.,AAX,K,04,09,ATLAS,BSC,,,Z,,,,ALF ORI,REA,STD,,,,
2455882.72569,0.0,,,Vis.,BBA,B,0.1,0.4,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455882.9,0.8,,,Vis.,MOW,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455883.6,0.1,,,Vis.,SPAO,B,03,,680301,Moon,,,Z,,,,ALF ORI,UAI,STD,,,,
2455883.63958,0.5,,,Vis.,BPEB,B,04,09,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455883.7630,0.487,0.008,,V,WI,,SAO 112958,SAO 113186,PEP,PEPHQ; Check: 6.0295; D(B-V)=0.903; ,1,1.240,Z,4.082,6.029,,ALF ORI,,STD,,,,
2455884.70694,0.4,,,Vis.,PDMA,,2.1,0.1,10 star,,,,Z,,,,BETELGEUSE,AAVSO,STD,,,,
2455885.42292,0.2,,,Vis.,MVO,,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2455885.4889,0.6,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455886.5,0.6,,,Vis.,BNW,,05,,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455886.7,0.3,,,Vis.,SUS,,02,05,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455887.00139,0.6,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455887.1896,0.9,,,Vis.,KGT,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455887.41667,0.3,,,Vis.,FCHA,,0.1,0.9,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455887.6,1.2,,,Vis.,SHS,,11,16,sa1965,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2455887.8,0.4,,,Vis.,BWW,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455888.38,0.8,,,Vis.,KTZ,,00,12,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2455888.4514,0.2,,,Vis.,KBA,K,012,038,A,BRIGHT STAR CATALOG,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455888.4736,0.6,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455888.5,0.5,,,Vis.,BNW,,05,,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455888.77708,0.6,,,Vis.,BBA,,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455888.91667,0.1,,,Vis.,GJOA,,1,9,10Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455889.39792,0.7,,,Vis.,BWAA,,0.9,0.1,10Variable Star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455889.4,0.1,,,Vis.,SPAO,,03,,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455889.49028,0.2,,,Vis.,LCHB,,0.1,0.9,10 stars tutorial so,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455889.63333,0.3,,,Vis.,DMA,,01,09,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455890.49097,0.4,,,Vis.,LCHB,,0.1,0.9,10 stars tutorial so,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455890.74306,0.5,,,Vis.,BGZ,,05,,SA1968,,,,Z,,,,ALF ORI,,STD,,,,
2455890.78194,0.8,,,Vis.,CKB,,03,11,081018,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455890.86181,0.3,,,Vis.,SYO,,01,04,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455891.3875,0.3,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455891.4,0.1,,,Vis.,SPAO,,03,,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455893.4910,0.366,0.044,,CV,KTHA,,NA,,TYCHO2,,1,,Z,,,,ALF ORI,SAAF,STD,,,,
2455894.3472,0.5,,,Vis.,ILE,,000,,999999,,,,Z,,,,ALF ORI,MCSE,STD,,,,
2455894.4,0.5,,,Vis.,BNW,Z,11,,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455894.41,0.7,,,Vis.,KTZ,,08,,HIP,,,,Z,,,,alf Ori,,STD,,,,
2455894.47778,0.4,,,Vis.,LCHB,,0.1,0.9,10 stars tutorial so,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455895.4597,0.8,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455895.47639,0.2,,,Vis.,WJAA,BL,01,04,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455895.5,0.6,,,Vis.,BNW,,05,,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455895.5118,0.5,,,Vis.,AAX,K,04,09,ATLAS,BSC,,,Z,,,,ALF ORI,REA,STD,,,,
2455895.66667,-0.1,,,Vis.,BBA,,0.1,,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455896.4,0.1,,,Vis.,SPAO,U,03,,680301,Haze,,,Z,,,,ALF ORI,UAI,STD,,,,
2455896.67153,0.6,,,Vis.,CKB,,03,11,081018,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455896.8,1.0,,,Vis.,MOW,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455897.54444,0.4,,,Vis.,BPEB,,04,09,10star,Naked Eye,,,Z,,,,ALF ORI,,STD,,,,
2455898.8438,0.8,,,Vis.,KSP,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455899.8,0.2,,,Vis.,BWW,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455901.3,0.1,,,Vis.,SPAO,,03,,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455901.3431,0.326,0.013,,CV,KTHA,,NA,,TYCHO2,,1,,Z,,,,ALF ORI,SAAF,STD,,,,
2455901.37917,0.3,,,Vis.,MVO,U,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2455902.4,0.8,,,Vis.,BNW,Z,11,,680101,,,,Z,,,,ALF ORI,BAV,STD,,,,
2455902.4715,0.3,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455902.81389,0.3,,,Vis.,SYO,,01,04,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455903.61736,0.6,,,Vis.,CKB,,03,11,081018,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455905.4660,0.4,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455905.71806,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455906.6887,0.449,0.005,,V,WI,,SAO 112958,SAO 113186,PEP,PEPHQ; Check: 6.0089; D(B-V)=0.903; full  moon,1,1.273,Z,4.082,6.009,,ALF ORI,,STD,,,,
2455906.70417,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455907.33,0.7,,,Vis.,KTZ,B,08,,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2455907.34583,0.3,,,Vis.,MVO,,04,,080101,,,,Z,,,,ALF ORI,URSA,STD,,,,
2455907.66597,0.3,,,Vis.,BBA,B,0.1,0.4,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455908.52778,0.4,,,Vis.,VMDA,B,0.3,0.5,Sa68,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455908.72292,0.95,,,Vis.,RCJB,B,01,21,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455909.46291,0.4,,,Vis.,WJAA,B,04,,10star,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455909.51597,0.3,,,Vis.,BPEB,B,04,na,10star,,,,Z,,,,ALF ORI,,STD,,,,
2455910.41,0.6,,,Vis.,KTZ,B,00,12,HIP,,,,Z,,,,ALF ORI,,STD,,,,
2455910.54167,0.6,,,Vis.,FTGA,U,11,05,sa 68,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2455911.4,0.2,,,Vis.,SPAO,,03,,680301,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455911.50556,0.6,,,Vis.,JNDB,,0.5,1.1,Sa68,,,,Z,,,,alf Ori,AAVSO,STD,,,,
2455911.74167,0.5,,,Vis.,BEB,,04,09,10 STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455911.78889,0.5,,,Vis.,BBA,B,0.4,0.9,TEN STAR,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455911.88542,0.5,,,Vis.,BJS,K,012,087,OTERO 2002,,,,Z,,,,ALF ORI,,STD,,,,
2455912.4465,0.6,,,Vis.,FMR,,0.5,1.1,S A 53,,,,Z,,,,ALF ORI,,STD,,,,
2455912.48819,0.5,,,Vis.,SBN,,03,11,Sa68,,,,Z,,,,ALF ORI,REA,STD,,,,
2455912.50694,0.7,,,Vis.,DWPA,,03,11,Sa68,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455912.65278,0.5,,,Vis.,KJMA,B,01,21,Star Trainer Program,Clear. No moon.,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455913.3569,0.9,,,Vis.,BSR,,0.5,1.1,SA1968,,,,Z,,,,ALF ORI,UAI,STD,,,,
2455913.40625,0.4,,,Vis.,SDAV,,0.8,0.1,SPA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455913.47569,0.9,,,Vis.,LMMA,,03,11,Sa68,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455913.47917,0.7,,,Vis.,BJWB,,03,11,sa68,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
2455913.7,0.9,,,Vis.,MOW,,NA,,NA,,,,Z,,,,ALF ORI,AAVSO,STD,,,,
